x1,,,,
0.521972835,,,,
0.272757232,,,,
0.004079001,,,,
0.1564731,,,,
0.00573532,,,,
0.510298014,,,0.264607118,0.214902347
0.52562362,,,,
0.115164824,,,,
0.474585831,,,,
0.438267469,,,,
0.00308847,,,,
0.283428878,,,,
0.421147704,,,,
0.51524502,,,,
0.496212929,,,,
0.00515214,,,,
0.043673243,,,,
0.000174904,,,,
0.15162845,,,,
0.504980981,,,,
0.516197622,,,,
0.00013215,,,,
0.00023875,,,,
0.02425888,,,,
0.247857645,,,,
0.212250888,,,,
0.539923549,,,,
0.518418789,,,,
3.82E-05,,,,
0.473438531,,,,
0.525896788,,,,
0.131806508,,,,
0.45120275,,,,
0.000574823,,,,
0.494292766,,,,
0.000126186,,,,
0.326764971,,,,
0.000661744,,,,
0.06075624,,,,
0.128621668,,,,
0.511454344,,,,
0.261862934,,,,
0.501639426,,,,
