x1,,,,,
0.950123489,,,,,
0.828193486,,,,,
0.859029531,,,,,
0.76344043,,,,,
0.9345451,,,,,
0.914975584,,,,,
0.786654055,,,,,
0.74665302,,,,0.827424539,0.081429988
0.756418586,,,,,
0.694917977,,,,,
0.858214617,,,,,
0.765598834,,,,,
0.75790751,,,,,
0.869075239,,,,,
0.896709204,,,,,
0.75913924,,,,,
0.846601844,,,,,
0.961042047,,,,,
0.887850523,,,,,
0.777971864,,,,,
0.911299765,,,,,
0.809274375,,,,,
0.943780005,,,,,
0.74308908,,,,,
0.889058411,,,,,
0.732582092,,,,,
0.939739764,,,,,
0.833519459,,,,,
0.780138373,,,,,
0.780520201,,,,,
0.972222269,,,,,
0.891212583,,,,,
0.800237179,,,,,
0.713233531,,,,,
0.769842029,,,,,
0.757167995,,,,,
0.793019831,,,,,
0.717575967,,,,,
0.909855783,,,,,
0.7918818,,,,,
0.751953006,,,,,
0.837045372,,,,,
0.952585459,,,,,
0.764163494,,,,,
0.814697325,,,,,
0.859013796,,,,,
0.86848855,,,,,
0.75825882,,,,,
0.714153349,,,,,
0.75479722,,,,,
0.827900469,,,,,
0.993866503,,,,,
0.735325277,,,,,
0.749244511,,,,,
0.976670444,,,,,
0.757461011,,,,,
0.953261435,,,,,
