x1,,,
0.978192925,,,
0.978950083,,0.975946123,0.008217195
0.981437504,,,
0.981570005,,,
0.973660171,,,
0.971072197,,,
0.97228533,,,
0.975975752,,,
0.976640344,,,
0.982315481,,,
0.97731638,,,
0.984349072,,,
0.981889367,,,
0.970668316,,,
0.96657753,,,
0.978595793,,,
0.992031336,,,
0.977404654,,,
0.987679064,,,
0.974802732,,,
0.97764945,,,
0.982400537,,,
0.963531673,,,
0.977826416,,,
0.982110262,,,
0.985555947,,,
0.972472548,,,
0.982967436,,,
0.964733303,,,
0.970299363,,,
0.974770308,,,
0.958471298,,,
0.983659267,,,
0.97296977,,,
0.982781351,,,
0.974637151,,,
0.956254065,,,
0.962943316,,,
0.968839943,,,
0.972511292,,,
0.983716428,,,
0.966031015,,,
0.976116657,,,
0.987754703,,,
0.971241772,,,
0.970203221,,,
0.9598279,,,
0.991265655,,,
0.982603252,,,
0.975431025,,,
0.978285432,,,
0.978183389,,,
0.961348355,,,
0.973136604,,,
0.992433965,,,
0.974604785,,,
