x1
0.97
0.946
0.897
0.959
0.965
0.973
0.964
0.972
0.96
0.948
0.977
0.973
0.963
0.981
0.96
0.965
0.953
0.969
0.971
0.976
0.952
0.967
0.957
0.96
0.97
0.973
0.971
0.977
0.986
0.972
0.976
0.972
0.97
0.984
0.976
0.992
0.989
0.973
0.982
0.981
0.978
0.991
0.978
0.982
0.992
0.973
0.989
0.988
0.983
0.986
0.985
0.988
0.984
0.992
0.987
0.99
0.989
0.984
0.9734655172413789
0.01540847898828633
