x1
0.8352119
0.80879277
0.80215555
0.90251917
0.9002029
0.8973869
0.91743344
0.9110962
0.9078921
0.9333415
0.9307875
0.927351
0.9424058
0.9390342
0.93879884
0.94607186
0.9458472
0.9456814
0.9520759
0.9516096
0.9506505
0.95956683
0.95679975
0.9553143
0.9640944
0.96367633
0.9636626
0.96910995
0.9670392
0.9661483
0.9687241
0.9686324
0.96798605
0.97205544
0.9702551
0.9692192
0.97174156
0.9715964
0.9707249
0.9732101
0.97317356
0.9725307
0.9729579
0.9720056
0.97170925
0.97398245
0.9738548
0.97377783
0.9739348
0.9732981
0.9732363
0.97529674
0.9749403
0.9747088
0.97448164
0.9744532
0.9741709
0.97525525
