x1
0.717
0.738
0.751
0.75
0.769
0.776
0.802
0.756
0.76
0.82
0.83
0.797
0.829
0.844
0.826
0.868
0.826
0.847
0.852
0.883
0.84
0.864
0.852
0.879
0.85
0.819
0.86
0.859
0.867
0.845
0.874
0.886
0.89
0.887
0.881
0.881
0.898
0.887
0.857
0.924
0.9
0.919
0.909
0.936
0.929
0.931
0.925
0.914
0.95
0.939
0.926
0.934
0.935
0.94
0.954
0.95
0.944
0.951
0.8659827586206897
0.061421239553204075
