x1
0.967
0.94
0.947
0.97
0.981
0.969
0.983
0.979
0.982
0.989
0.982
0.978
0.989
0.989
0.987
0.987
0.985
0.984
0.991
0.989
0.982
0.981
0.98
0.984
0.982
0.983
0.989
0.984
0.986
0.986
0.991
0.982
0.988
0.991
0.981
0.988
0.984
0.988
0.989
0.984
0.985
0.984
0.993
0.985
0.99
0.989
0.989
0.992
0.985
0.991
0.988
0.991
0.984
0.985
0.989
0.984
0.984
0.986
0.986
0.989
0.981
0.99
0.988
0.991
0.988
0.985
0.987
0.989
0.996
0.988
0.986
0.988
0.995
0.986
0.992
0.988
0.986
0.99
0.995
0.99
0.993
0.986
0.988
0.988
0.987
0.989
0.99
0.984
0.9852727272727272
0.0080534115762532
