x1
0.988
0.988
0.981
0.979
0.987
0.995
0.984
0.991
0.99
0.991
0.986
0.982
0.99
0.989
0.987
0.991
0.984
0.982
0.984
0.991
0.9870000000000001
0.0040620192023179845
