x1
0.5340316
0.533286
0.5324098
0.55168325
0.54779375
0.5467267
0.561387
0.5599329
0.55950373
0.56940985
0.56641376
0.560535
0.5726222
0.57119054
0.5671141
0.57274663
0.57210284
0.5714981
0.57641935
0.5761031
0.57488614
0.5798471
0.57978284
0.5783003
0.5868601
0.5834197
0.58025026
0.58680725
0.5867353
0.58637244
0.59308255
0.58938813
0.5883482
0.59263027
0.5915425
0.5891384
0.58583117
0.58418846
0.5841352
0.5909607
0.58969265
0.5883888
0.59346926
0.5934508
0.59300154
0.59157443
0.5894644
0.58936244
0.5924432
0.59111965
0.59089494
0.58986497
0.58924294
0.589164
0.5907397
0.59028494
0.58997524
0.5925427
